"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2010","Lithuania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","198.39756"
"2010","Lithuania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2010","Lithuania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","5.99405"
"2010","Luxembourg","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,509.86"
"2010","Luxembourg","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","622.9841"
"2010","Luxembourg","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","256.40218"
"2010","Luxembourg","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","18.2704"
"2010","Luxembourg","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2010","Luxembourg","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.8706"
"2010","Hungary","Carbon dioxide","Total - all NACE activities","Thousand tonnes","39,271.688"
"2010","Hungary","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,479.08625"
"2010","Hungary","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,443.02694"
"2010","Hungary","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,048.45032"
"2010","Hungary","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1.52109"
"2010","Hungary","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","87.33698"
"2010","Malta","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,722.536"
"2010","Malta","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","178.41029"
"2010","Malta","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","51.41094"
"2010","Malta","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","88.32357"
"2010","Malta","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2010","Malta","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1.6801"
"2010","Netherlands","Carbon dioxide","Total - all NACE activities","Thousand tonnes","173,356.032"
"2010","Netherlands","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,508.27218"
"2010","Netherlands","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,041.22317"
"2010","Netherlands","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,285.4186"
"2010","Netherlands","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","286.82455"
"2010","Netherlands","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2010","Austria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","54,833.156"
"2010","Austria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,961.37834"
"2010","Austria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,124.36028"
"2010","Austria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,263.79716"
"2010","Austria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","78.04896"
"2010","Austria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","290.39573"
"2010","Poland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","286,382.12"
"2010","Poland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","44,772.49347"
"2010","Poland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,271.52529"
"2010","Poland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,452.21696"
"2010","Poland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","15.36261"
"2010","Poland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","35.36857"
"2010","Portugal","Carbon dioxide","Total - all NACE activities","Thousand tonnes","43,415"
"2010","Portugal","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,656.2475"
"2010","Portugal","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,245.1306"
"2010","Portugal","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,025.896"
"2010","Portugal","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7.9289"
"2010","Portugal","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","34.6942"
"2010","Romania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","72,476.293"
"2010","Romania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","28,900.89065"
"2010","Romania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,309.60197"
"2010","Romania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","982.4649"
"2010","Romania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","9.13219"
"2010","Romania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","60.70523"
"2010","Slovenia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,713.807"
"2010","Slovenia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,008.46128"
"2010","Slovenia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","726.07769"
"2010","Slovenia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","121.86655"
"2010","Slovenia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","9.6398"
"2010","Slovenia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","17.94278"
"2010","Slovakia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","35,949.618"
"2010","Slovakia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,448.41976"
"2010","Slovakia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,806.41329"
"2010","Slovakia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","513.72006"
"2010","Slovakia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","25.01184"
"2010","Slovakia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","19.62419"
"2010","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","60,798.87"
"2010","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,155.60371"
"2010","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,639.11117"
"2010","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,211.96248"
"2010","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1.05437"
"2010","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","21.7915"
"2010","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","51,175.427"
"2010","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,208.11336"
"2010","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,837.73077"
"2010","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","686.25486"
"2010","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","186.80528"
"2010","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","62.38115"
"2010","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","411,356.733"
"2010","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","66,441.78854"
"2010","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","22,215.25607"
"2010","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,639.17261"
"2010","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","287.70809"
"2010","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","686.53929"
"2010","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","54,956.434"
"2010","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,115.37942"
"2010","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,628.42145"
"2010","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","841.73885"
"2010","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","238.39146"
"2010","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","60.79768"
"2010","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","27,467.788"
"2010","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,167.60094"
"2010","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,392.50051"
"2010","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,046.11372"
"2010","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","64.49699"
"2010","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","151.40919"
"2010","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","45,362.665"
"2010","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,081.65337"
"2010","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","578.67228"
"2010","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","55.72774"
"2010","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2010","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2010","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","246,878.547"
"2010","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","47,089.87278"
"2010","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","28,035.55042"
"2010","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2010","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2010","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2011","European Union (current composition)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,177,930.25"
"2011","European Union (current composition)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","460,982.50974"
"2011","European Union (current composition)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","226,594.32596"
"2011","European Union (current composition)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","85,977.38836"
"2011","European Union (current composition)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,193.65473"
"2011","European Union (current composition)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2011","Belgium","Carbon dioxide","Total - all NACE activities","Thousand tonnes","76,802.461"
"2011","Belgium","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,288.81922"
"2011","Belgium","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,392.09046"
"2011","Belgium","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,206.66481"
"2011","Belgium","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","225.5032"
"2011","Belgium","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","111.91841"
"2011","Bulgaria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","50,818.414"
"2011","Bulgaria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,779.4677"
"2011","Bulgaria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,555.75936"
"2011","Bulgaria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","478.96544"
"2011","Bulgaria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.05531"
"2011","Bulgaria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","14.18877"
"2011","Czech Republic","Carbon dioxide","Total - all NACE activities","Thousand tonnes","90,720.828"
"2011","Czech Republic","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,292.04326"
"2011","Czech Republic","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,654.16091"
"2011","Czech Republic","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,620.17145"
"2011","Czech Republic","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8.12658"
"2011","Czech Republic","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","85.38545"
"2011","Denmark","Carbon dioxide","Total - all NACE activities","Thousand tonnes","76,748.485"
"2011","Denmark","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,066.18797"
"2011","Denmark","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,374.61702"
"2011","Denmark","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","779.88333"
"2011","Denmark","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","15.67945"
"2011","Denmark","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","69.3888"
