Dim.1
quanti
   ;correlation;p.value;
Surfhab=Surfhab_95;0.1862;0;
Surfhab=Surfhab_190;0.3003;0;
Surfhab=Surfhab_234;0.6019;0;
Espoira=Espoira_2;0.3328;0;
CS42PR=CS42PR_74;0.1449;0;
Niveau=Niveau_3;0.3639;0;
DNIVIE2=DNIVIE2_5;0.0492;0;
Varib=Varib_5;0.5032;0;
TUU=TUU_5;0.0514;0;
Surfhab=Surfhab_196;0.9612;0;
Espoirb=Espoirb_1;0.3118;0;
CS42PR=CS42PR_38;0.1491;0;
Ancons=Ancons_99;0.2226;0;
Ancons=Ancons_4;0.1336;0;
Nbphab=Nbphab_6;0.162;0;
Contfin=Contfin_1;0.2516;0;
AGEPR=AGEPR_70;0.1325;0;
Ancons=Ancons_10;0.5498;0;
Espoirb=Espoirb_6;0.2886;0;
Varic=Varic_4;0.3421;0;
Surfhab=Surfhab_53;0.3513;0;
CONFORT.MOY=CONFORT.MOY_7;0.44;0;
Surfhab=Surfhab_148;0.5575;0;
CS42PR=CS42PR_46;0.1357;0;
Patrib=Patrib_12;0.2118;0;
CS42PR=CS42PR_53;0.2073;0;
Varif=Varif_4;0.3827;0;
DNIVIE2=DNIVIE2_7;0.0389;0;
Surfhab=Surfhab_200;0.1246;0;
Surfhab=Surfhab_35;0.1571;0;
AGEPR=AGEPR_51;0.0931;0;
AGEPR=AGEPR_81;0.1376;0;
CS42PR=CS42PR_22;0.1721;0;
Espoirb=Espoirb_12;0.13;0;
CS42PR=CS42PR_64;0.1728;0;
AGEPR=AGEPR_87;0.3452;0;
Niveau=Niveau_1;0.2239;0;
Patrib=Patrib_2;0.194;0;
Surfhab=Surfhab_127;0.2474;0;
Nbrs=Nbrs_1;0.5776;0;
Nbrs=Nbrs_3;0.7734;0;
TAU=TAU_7;0.02;0;
Espoira=Espoira_10;0.193;0;
AGEPR=AGEPR_67;0.0929;0;
TYPMEN5=TYPMEN5_4;0.0453;0;
AGEPR=AGEPR_73;0.1195;0;
Ancons=Ancons_2;0.2236;0;
decile.uc=decile.uc_5;0.0316;0;
DECTYPO_2010=DECTYPO_2010_D0_5;0.0316;0;
DECTYPO_2017=DECTYPO_2017_D0_5;0.0316;0;
Surfhab=Surfhab_58;0.1416;0;
Espoira=Espoira_5;0.1824;0;
Surfhab=Surfhab_107;0.3721;0;
SEXEPR=SEXEPR_1;0.0111;0;
Patrib=Patrib_14;0.1869;0;
Surfhab=Surfhab_80;0.038;0;
Espoira=Espoira_4;0.2692;0;
Patrib=Patrib_10;0.1102;0;
Surfhab=Surfhab_30;0.0813;0;
TAU=TAU_4;0.0167;0;
Varic=Varic_3;0.3031;0;
Surfhab=Surfhab_67;0.1128;0;
CS42PR=CS42PR_78;0.0465;0;
Patrib=Patrib_3;0.1927;0;
CSP8PR=CSP8PR_8;0.0036;0;
TYPVOIS=TYPVOIS_2;0.015;0;
Varif=Varif_2;0.4272;0;
Surfhab=Surfhab_27;0.2286;0;
CS42PR=CS42PR_72;0.1377;0;
AGEPR=AGEPR_90;0.1573;0;
TYPMEN5=TYPMEN5_1;0.0389;0;
Surfhab=Surfhab_94;0.1482;0;
Contfin=Contfin_9;0.446;0;
Surfhab=Surfhab_89;0.1706;0;
Patrib=Patrib_98;0.2105;0;
Aise=Aise_5;0.7287;0;
Espoirb=Espoirb_5;0.2644;0;
Surfhab=Surfhab_52;0.0644;0;
Chomagea=Chomagea_9;0.3034;0;
CSP8PR=CSP8PR_3;0.0647;0;
TAU=TAU_99;0.3547;0;
CATAEU=CATAEU_999;0.446;0;
Surfhab=Surfhab_132;0.241;0;
Contfin=Contfin_2;0.267;0;
Surfhab=Surfhab_56;0.0953;0;
Surfhab=Surfhab_105;0.0639;0;
CONFORT7=CONFORT7_0;0.0144;0;
Nbphab=Nbphab_2;0.1904;0;
AGEPR=AGEPR_88;0.1771;0;
Htl=Htl_3;0.3572;0;
Surfhab=Surfhab_164;0.2412;0;
Surfhab=Surfhab_136;0.1494;0;
Varia=Varia_9;0.2622;0;
CS42PR=CS42PR_48;0.1226;0;
Nbphab=Nbphab_4;0.2183;0;
Surfhab=Surfhab_44;0.1369;0;
AGEPR=AGEPR_91;0.2732;0;
Patrib=Patrib_15;0.11;0;
Varia=Varia_1;0.4306;0;
Surfhab=Surfhab_97;0.0833;0;
AGEPR=AGEPR_26;0.0513;0;
stalog4=stalog4_1;0.0044;0;
Stalog=Stalog_1;0.0988;0;
CONFORT8=CONFORT8_0;0.0673;0;
Nbphab=Nbphab_13;0.3967;0;
Nbphab=Nbphab_9;0.2655;0;
QNIVIE2=QNIVIE2_4;0.0059;0;
Espoirb=Espoirb_7;0.2203;0;
Surfhab=Surfhab_102;0.1737;0;
TAU=TAU_5;0.342;0;
Surfhab=Surfhab_112;0.1302;0;
Espoirb=Espoirb_10;0.2254;0;
stalog4=stalog4_4;0.0138;0;
AGEPR=AGEPR_71;0.0377;0;
Surfhab=Surfhab_118;0.0405;0;
Nbphab=Nbphab_10;0.1575;0;
Varif=Varif_1;0.3942;0;
Aise=Aise_3;0.7759;0;
Varib=Varib_2;0.4604;0;
Surfhab=Surfhab_25;0.0867;0;
AGEPR=AGEPR_79;0.0344;0;
Surfhab=Surfhab_156;0.0812;0;
Surfhab=Surfhab_50;0.0071;0;
Espoira=Espoira_7;0.2251;0;
Espoirb=Espoirb_8;0.2236;0;
CS42PR=CS42PR_34;0.0657;0;
Varif=Varif_9;0.4023;2e-04;
Chomagea=Chomagea_2;0.3883;2e-04;
Espoirb=Espoirb_11;0.2165;3e-04;
Nbrs=Nbrs_0;0.5418;0.0017;
CONFORT1=CONFORT1_1;0.0047;0.0028;
Nbphab=Nbphab_8;0.2199;0.0061;
CONFORT1=CONFORT1_0;-0.0047;0.0028;
Surfhab=Surfhab_180;-0.0208;0.0025;
AGEPR=AGEPR_59;-0.0057;0.0021;
AGEPR=AGEPR_19;-0.023;5e-04;
Surfhab=Surfhab_87;-0.0255;4e-04;
Surfhab=Surfhab_78;-0.0325;0;
Surfhab=Surfhab_79;-0.0426;0;
DNIVIE2=DNIVIE2_4;-0.0071;0;
Surfhab=Surfhab_86;-0.0547;0;
Surfhab=Surfhab_600;-0.0861;0;
Surfhab=Surfhab_22;-0.1105;0;
AGEPR=AGEPR_46;-0.0164;0;
AGEPR=AGEPR_36;-0.0191;0;
AGEPR=AGEPR_55;-0.0175;0;
Surfhab=Surfhab_39;-0.0643;0;
AGEPR=AGEPR_18;-0.0607;0;
AGEPR=AGEPR_86;-0.0325;0;
Surfhab=Surfhab_42;-0.1019;0;
AGEPR=AGEPR_22;-0.0431;0;
CONFORT8=CONFORT8_1;-0.0673;0;
Surfhab=Surfhab_10;-0.143;0;
NPERS=NPERS_6;-0.2856;0;
AGEPR=AGEPR_42;-0.029;0;
Surfhab=Surfhab_36;-0.1363;0;
decile.uc=decile.uc_8;-0.0147;0;
DECTYPO_2010=DECTYPO_2010_D0_8;-0.0147;0;
DECTYPO_2017=DECTYPO_2017_D0_8;-0.0147;0;
Surfhab=Surfhab_124;-0.1756;0;
Surfhab=Surfhab_47;-0.08;0;
QNIVIE2=QNIVIE2_3;-0.0123;0;
Surfhab=Surfhab_145;-0.1328;0;
AGEPR=AGEPR_47;-0.0393;0;
AGEPR=AGEPR_32;-0.0513;0;
Surfhab=Surfhab_96;-0.0895;0;
decile.uc=decile.uc_4;-0.0215;0;
DECTYPO_2010=DECTYPO_2010_D0_4;-0.0215;0;
DECTYPO_2017=DECTYPO_2017_D0_4;-0.0215;0;
decile.uc=decile.uc_7;-0.0218;0;
DECTYPO_2010=DECTYPO_2010_D0_7;-0.0218;0;
DECTYPO_2017=DECTYPO_2017_D0_7;-0.0218;0;
AGEPR=AGEPR_83;-0.07;0;
CONFORT7=CONFORT7_1;-0.0144;0;
CSP8PR=CSP8PR_0;-0.2845;0;
CS42PR=CS42PR_0;-0.2526;0;
Surfhab=Surfhab_76;-0.1273;0;
Surfhab=Surfhab_218;-0.3554;0;
Surfhab=Surfhab_143;-0.2925;0;
Surfhab=Surfhab_999;-0.04;0;
Nbphab=Nbphab_19;-0.1215;0;
DNIVIE2=DNIVIE2_8;-0.022;0;
AGEPR=AGEPR_75;-0.0808;0;
AGEPR=AGEPR_34;-0.0732;0;
AGEPR=AGEPR_28;-0.067;0;
Surfhab=Surfhab_18;-0.1835;0;
NPERS=NPERS_1;-0.2183;0;
Surfhab=Surfhab_149;-0.3314;0;
Surfhab=Surfhab_51;-0.2311;0;
Surfhab=Surfhab_130;-0.092;0;
AGEPR=AGEPR_39;-0.0697;0;
CS42PR=CS42PR_45;-0.0165;0;
Surfhab=Surfhab_49;-0.1644;0;
Surfhab=Surfhab_103;-0.2543;0;
Surfhab=Surfhab_98;-0.162;0;
Surfhab=Surfhab_115;-0.1626;0;
SEXEPR=SEXEPR_2;-0.0111;0;
AGEPR=AGEPR_84;-0.1229;0;
Surfhab=Surfhab_59;-0.2492;0;
AGEPR=AGEPR_27;-0.0742;0;
decile.uc=decile.uc_3;-0.0358;0;
DECTYPO_2010=DECTYPO_2010_D0_3;-0.0358;0;
DECTYPO_2017=DECTYPO_2017_D0_3;-0.0358;0;
AGEPR=AGEPR_78;-0.1371;0;
AGEPR=AGEPR_56;-0.0791;0;
TYPVOIS=TYPVOIS_5;-0.0593;0;
Surfhab=Surfhab_57;-0.1585;0;
Surfhab=Surfhab_135;-0.3501;0;
TUU=TUU_4;-0.0512;0;
AGEPR=AGEPR_80;-0.1262;0;
Surfhab=Surfhab_68;-0.1209;0;
Surfhab=Surfhab_155;-0.5997;0;
CATAEU=CATAEU_211;-0.0364;0;
Surfhab=Surfhab_169;-0.5554;0;
TYPLOG=TYPLOG_6;-0.6867;0;
TYPLOG=TYPLOG_2;-0.3797;0;
AGEPR=AGEPR_62;-0.1069;0;
Surfhab=Surfhab_37;-0.3281;0;
Surfhab=Surfhab_48;-0.2078;0;
NPERS=NPERS_7;-0.6025;0;
TAU=TAU_6;-0.0876;0;
Surfhab=Surfhab_55;-0.1312;0;
Niveau=Niveau_101;-2.4094;0;
Espoirb=Espoirb_101;-2.5776;0;
Espoirb=Espoirb_99;-0.1611;0;
Espoira=Espoira_101;-2.5615;0;
Espoira=Espoira_99;-0.3077;0;
Contfin=Contfin_101;-2.5162;0;
Aise=Aise_101;-2.0189;0;
Aise=Aise_9;-1.2292;0;
Aise=Aise_8;-0.6645;0;
Chomagec=Chomagec_101;-2.139;0;
Chomagec=Chomagec_9;-0.1021;0;
Chomageb=Chomageb_101;-2.3016;0;
Chomageb=Chomageb_9;-0.1161;0;
Chomagea=Chomagea_101;-2.4059;0;
Varif=Varif_101;-2.3834;0;
Varic=Varic_101;-2.473;0;
Varib=Varib_101;-2.3402;0;
Varia=Varia_101;-2.3625;0;
Patrib=Patrib_101;-2.645;0;
Patrib=Patrib_99;-0.034;0;
Patrib=Patrib_8;-0.0068;0;
vehic=vehic_1;-0.0425;0;
stalog4=stalog4_2;-0.0637;0;
Stalog=Stalog_5;-0.4293;0;
Stalog=Stalog_3;-0.2229;0;
CONFORT.MOY=CONFORT.MOY_3;-0.7859;0;
CONFORT.MOY=CONFORT.MOY_2;-1.3152;0;
CONFORT.MOY=CONFORT.MOY_0;-0.0893;0;
CONFORT6=CONFORT6_0;-0.0198;0;
CONFORT5=CONFORT5_0;-0.0937;0;
CONFORT4=CONFORT4_0;-0.2577;0;
CONFORT3=CONFORT3_0;-0.2189;0;
CONFORT2=CONFORT2_0;-0.2786;0;
Ancons=Ancons_101;-2.6127;0;
Htl=Htl_9;-2.162;0;
Htl=Htl_5;-0.4256;0;
Surfhab=Surfhab_250;-0.5839;0;
Surfhab=Surfhab_198;-1.0978;0;
Surfhab=Surfhab_166;-2.0147;0;
Surfhab=Surfhab_165;-0.5505;0;
Surfhab=Surfhab_160;-0.3065;0;
Surfhab=Surfhab_159;-1.6555;0;
Surfhab=Surfhab_153;-1.0971;0;
Surfhab=Surfhab_147;-0.3901;0;
Surfhab=Surfhab_144;-1.1599;0;
Surfhab=Surfhab_142;-1.1224;0;
Surfhab=Surfhab_125;-0.2121;0;
Surfhab=Surfhab_116;-0.4202;0;
Surfhab=Surfhab_114;-0.3193;0;
Surfhab=Surfhab_111;-1.7164;0;
Surfhab=Surfhab_110;-0.1306;0;
Surfhab=Surfhab_109;-1.2687;0;
Surfhab=Surfhab_106;-0.8353;0;
Surfhab=Surfhab_104;-0.3847;0;
Surfhab=Surfhab_101;-0.5863;0;
Surfhab=Surfhab_100;-0.093;0;
Surfhab=Surfhab_99;-0.46;0;
Surfhab=Surfhab_93;-0.9671;0;
Surfhab=Surfhab_88;-0.859;0;
Surfhab=Surfhab_84;-0.2793;0;
Surfhab=Surfhab_83;-0.603;0;
Surfhab=Surfhab_74;-0.2708;0;
Surfhab=Surfhab_72;-0.2027;0;
Surfhab=Surfhab_70;-0.202;0;
Surfhab=Surfhab_65;-0.1538;0;
Surfhab=Surfhab_46;-0.4364;0;
Surfhab=Surfhab_45;-0.2227;0;
Surfhab=Surfhab_40;-0.3521;0;
Surfhab=Surfhab_34;-0.4115;0;
Surfhab=Surfhab_33;-0.6476;0;
Surfhab=Surfhab_21;-0.9779;0;
Surfhab=Surfhab_16;-1.5665;0;
Nbphab=Nbphab_99;-2.5825;0;
Nbrs=Nbrs_9;-2.2494;0;
Existrs=Existrs_2;-0.0484;0;
TAU=TAU_2;-0.3152;0;
TAU=TAU_1;-0.1077;0;
TAU=TAU_0;-0.3156;0;
CATAEU=CATAEU_400;-0.2104;0;
CATAEU=CATAEU_300;-0.2151;0;
CATAEU=CATAEU_221;-0.0403;0;
CATAEU=CATAEU_120;-0.2689;0;
TUU=TUU_2;-0.0909;0;
TUU=TUU_0;-0.2251;0;
TYPLOG=TYPLOG_5;-0.2637;0;
TYPLOG=TYPLOG_4;-0.2754;0;
TYPLOG=TYPLOG_3;-0.5567;0;
TYPLOG=TYPLOG_1;-0.4251;0;
TYPVOIS=TYPVOIS_1;-0.1825;0;
CSP8PR=CSP8PR_6;-0.0936;0;
CSP8PR=CSP8PR_4;-0.0168;0;
CSP8PR=CSP8PR_1;-0.7108;0;
CS42PR=CS42PR_86;-0.231;0;
CS42PR=CS42PR_84;-0.2814;0;
CS42PR=CS42PR_71;-0.2393;0;
CS42PR=CS42PR_69;-0.9761;0;
CS42PR=CS42PR_67;-0.2418;0;
CS42PR=CS42PR_65;-0.136;0;
CS42PR=CS42PR_63;-0.1603;0;
CS42PR=CS42PR_62;-0.1152;0;
CS42PR=CS42PR_56;-0.0736;0;
CS42PR=CS42PR_47;-0.0244;0;
CS42PR=CS42PR_43;-0.1305;0;
CS42PR=CS42PR_42;-0.0911;0;
CS42PR=CS42PR_37;-0.0154;0;
CS42PR=CS42PR_35;-0.3843;0;
CS42PR=CS42PR_13;-0.606;0;
CS42PR=CS42PR_12;-0.7139;0;
CS42PR=CS42PR_11;-0.8992;0;
AGEPR=AGEPR_89;-0.4183;0;
AGEPR=AGEPR_85;-0.499;0;
AGEPR=AGEPR_82;-0.2994;0;
AGEPR=AGEPR_74;-0.2556;0;
AGEPR=AGEPR_61;-0.2805;0;
AGEPR=AGEPR_58;-0.2231;0;
AGEPR=AGEPR_57;-0.2009;0;
AGEPR=AGEPR_54;-0.3375;0;
AGEPR=AGEPR_52;-0.3545;0;
AGEPR=AGEPR_50;-0.2436;0;
AGEPR=AGEPR_48;-0.1715;0;
AGEPR=AGEPR_37;-0.3525;0;
AGEPR=AGEPR_33;-0.2347;0;
AGEPR=AGEPR_31;-0.1992;0;
AGEPR=AGEPR_25;-0.2258;0;
AGEPR=AGEPR_24;-0.1488;0;
AGEPR=AGEPR_23;-0.4665;0;
AGEPR=AGEPR_20;-0.7969;0;
AGEPR=AGEPR_17;-0.7794;0;
TYPMEN5=TYPMEN5_5;-0.3781;0;
TYPMEN5=TYPMEN5_3;-0.0775;0;
NENFACT=NENFACT_3;-0.7072;0;
NACTIFS=NACTIFS_4;-0.3584;0;
NACTIFS=NACTIFS_3;-0.2518;0;
NENFANTS=NENFANTS_5;-1.1724;0;
NENFANTS=NENFANTS_3;-0.0252;0;
NENFANTS=NENFANTS_1;-0.2981;0;
NENFANTS=NENFANTS_0;-0.2423;0;
NCOUPLES=NCOUPLES_2;-0.2916;0;
NPERS=NPERS_5;-0.0806;0;
NPERS=NPERS_4;-0.0501;0;
NPERS=NPERS_3;-0.3214;0;
NPERS=NPERS_2;-0.3032;0;
DNIVIE2=DNIVIE2_10;-0.0576;0;
DNIVIE2=DNIVIE2_9;-0.0635;0;
DNIVIE2=DNIVIE2_6;-0.0721;0;
DNIVIE2=DNIVIE2_3;-0.0859;0;
QNIVIE2=QNIVIE2_5;-0.0616;0;
QNIVIE2=QNIVIE2_2;-0.0446;0;
decile.uc=decile.uc_10;-0.076;0;
decile.uc=decile.uc_9;-0.0566;0;
DECTYPO_2010=DECTYPO_2010_D0_9;-0.0566;0;
DECTYPO_2010=DECTYPO_2010_D_10;-0.076;0;
DECTYPO_2017=DECTYPO_2017_D0_9;-0.0566;0;
DECTYPO_2017=DECTYPO_2017_D_10;-0.076;0;
typo2010.acp.2017=typo2010.acp.2017_3;-0.0546;0;
typo2010.acp.2017=typo2010.acp.2017_1;-0.1274;0;
typo.2.4.2017=typo.2.4.2017_3;-0.0621;0;
typo.2.4.2017=typo.2.4.2017_1;-0.0996;0;
pauvrete.60=pauvrete.60_0;-0.047;0;
pauvreté.50=pauvreté.50_0;-0.0458;0;

Dim.8
quanti
   ;correlation;p.value;
w.cantines;0.4104;0;
cantines;0.3604;0;
w.commo;0.3308;0;
C08;0.2609;0;
commo;0.2609;0;
w.revsoc;0.1873;0;
w.revpat;0.1618;0;
COEFFUC;0.1442;0;
REVSOC;0.1358;0;
PREST_FAM_TOT;0.1337;0;
REVPAT;0.1193;0;
w.assurances;0.1047;0;
C14;0.0979;0;
RETRAITES;0.095;0;
assurances;0.0928;0;
C11;0.0805;0;
C09;0.0772;0;
C12;0.0716;0;
deptot;0.0481;0;
Rmini_I;0.0459;0;
C01;0.0445;0;
Rmini;0.0428;0;
REVDISP;0.0419;0;
revlibdisp;0.0415;0;
ctot113;0.0407;0;
REVTOT;0.0365;0;
carburant;0.0364;0;
revtotlib;0.0361;0;
C05;0.0344;0;
C07;0.0245;0;
C13;0.0243;0;
C03;0.0215;0;
w.carbu;0.0206;0;
Axe.4;0.0156;0;
depreng;0.0116;0;
Axe.2;0.0072;0;
IMPOTREV_M;-0.0029;0;
REV702;-0.0043;0;
TAXHAB_M;-0.0055;0;
C06;-0.0055;0;
C10;-0.0108;0;
Axe.1;-0.0123;0;
w.log.non.ener;-0.0165;0;
revlibdispuc;-0.0192;0;
REVEXC;-0.0198;0;
SALAIRES;-0.0199;0;
revtotlibuc;-0.0218;0;
C02;-0.0243;0;
log.non.ener;-0.0313;0;
REVACT.1;-0.0334;0;
REVACT;-0.0334;0;
NIVIE;-0.0356;0;
redispuc;-0.0356;0;
revtotuc;-0.0358;0;
Axe.3;-0.0408;0;
pondmen;-0.0421;0;
pondmen.cs24_84;-0.0451;0;
pondmen.cs24.NPERS_84;-0.0458;0;
REVINDEP;-0.0464;0;
Axe.5;-0.0607;0;
w.depreng;-0.0657;0;
television;-0.087;0;
w.television;-0.0939;0;
revdiv;-0.101;0;
w.revdiv;-0.124;0;
C04;-0.1302;0;
deplogtot;-0.1302;0;
REV700;-0.1419;0;
w.enerdircontr;-0.143;0;
enerdir;-0.1508;0;
w.revact;-0.1561;0;
REV701;-0.1879;0;
w.depenerpreng;-0.2049;0;
revaide;-0.2343;0;
w.revaide;-0.2349;0;
w.enerdir;-0.293;0;
w.deplogpreng;-0.3447;0;
w.logtot;-0.3447;0;
enerdom;-0.3814;0;
w.enerdomtot;-0.4369;0;
w.enerdom;-0.5188;0;

quali
   ;R2;p.value;
pauvreté.50;0.0065;0;
pauvrete.60;0.0059;0;
typo.2.4.2017;0.0198;0;
typo2010.acp.2017;0.0319;0;
DECTYPO_2017;0.0113;0;
DECTYPO_2010;0.0113;0;
decile.uc;0.0113;0;
QNIVIE2;0.0062;0;
DNIVIE2;0.0121;0;
NPERS;0.0326;0;
NCOUPLES;0.0029;0;
NENFANTS;0.0345;0;
NACTIFS;0.0131;0;
TYPMEN5;0.0167;0;
SEXEPR;0.0022;0;
AGEPR;0.0891;0;
CS42PR;0.0484;0;
CSP8PR;0.0175;0;
TYPVOIS;0.0146;0;
TYPLOG;0.014;0;
TUU;0.0071;0;
CATAEU;0.0104;0;
TAU;0.0058;0;
Existrs;0.007;0;
Nbrs;0.032;0;
Nbphab;0.0247;0;
Surfhab;0.1306;0;
Htl;0.0401;0;
Ancons;0.0388;0;
CONFORT3;0.0013;0;
CONFORT4;8e-04;0;
CONFORT.MOY;0.012;0;
Stalog;0.0198;0;
stalog4;0.0072;0;
vehic;0.0018;0;
Patrib;0.0346;0;
Varia;0.0175;0;
Varib;0.028;0;
Varic;0.0182;0;
Varif;0.0162;0;
Chomagea;0.0394;0;
Chomageb;0.0199;0;
Chomagec;0.0156;0;
Aise;0.0177;0;
Contfin;0.0158;0;
Espoira;0.022;0;
Espoirb;0.0238;0;
Niveau;0.0161;0;
CONFORT6;3e-04;0;
CONFORT1;2e-04;0;
NENFACT;2e-04;0;
CONFORT8;0;0;
CONFORT7;0;0;
CONFORT5;0;0;
CONFORT2;0;0;

category
   ;Estimate;p.value;
Niveau=Niveau_101;2.7701;0;
Espoirb=Espoirb_101;2.9944;0;
Espoira=Espoira_101;2.9516;0;
Espoira=Espoira_8;0.1782;0;
Contfin=Contfin_101;2.5127;0;
Contfin=Contfin_8;0.0756;0;
Aise=Aise_101;2.7236;0;
Aise=Aise_9;0.8287;0;
Chomagec=Chomagec_101;2.8579;0;
Chomageb=Chomageb_101;2.7747;0;
Chomageb=Chomageb_9;0.3488;0;
Chomagea=Chomagea_101;2.8739;0;
Varif=Varif_101;2.7642;0;
Varic=Varic_101;2.8307;0;
Varib=Varib_101;2.9272;0;
Varia=Varia_101;2.6495;0;
Patrib=Patrib_101;3.0234;0;
Patrib=Patrib_15;0.0887;0;
vehic=vehic_1;0.0515;0;
stalog4=stalog4_4;0.2815;0;
Stalog=Stalog_6;0.7344;0;
CONFORT.MOY=CONFORT.MOY_6;0.098;0;
CONFORT.MOY=CONFORT.MOY_5;0.0292;0;
CONFORT.MOY=CONFORT.MOY_2;0.9371;0;
CONFORT.MOY=CONFORT.MOY_0;0.7518;0;
CONFORT4=CONFORT4_0;0.0927;0;
CONFORT3=CONFORT3_0;0.1291;0;
Ancons=Ancons_101;2.9824;0;
Htl=Htl_9;2.5646;0;
Htl=Htl_8;0.0832;0;
Surfhab=Surfhab_230;1.1395;0;
Surfhab=Surfhab_220;0.4662;0;
Surfhab=Surfhab_198;0.8062;0;
Surfhab=Surfhab_190;0.3846;0;
Surfhab=Surfhab_170;0.5869;0;
Surfhab=Surfhab_166;1.5616;0;
Surfhab=Surfhab_156;0.6662;0;
Surfhab=Surfhab_148;1.8184;0;
Surfhab=Surfhab_147;0.9385;0;
Surfhab=Surfhab_143;1.1683;0;
Surfhab=Surfhab_132;0.7922;0;
Surfhab=Surfhab_122;0.844;0;
Surfhab=Surfhab_111;1.7079;0;
Surfhab=Surfhab_107;0.8166;0;
Surfhab=Surfhab_102;1.3318;0;
Surfhab=Surfhab_99;0.5578;0;
Surfhab=Surfhab_97;0.7678;0;
Surfhab=Surfhab_92;0.3115;0;
Surfhab=Surfhab_88;0.2787;0;
Surfhab=Surfhab_87;0.2959;0;
Surfhab=Surfhab_82;0.6009;0;
Surfhab=Surfhab_80;0.1579;0;
Surfhab=Surfhab_70;0.2795;0;
Surfhab=Surfhab_62;0.3527;0;
Surfhab=Surfhab_55;0.139;0;
Surfhab=Surfhab_53;0.5054;0;
Surfhab=Surfhab_41;0.3314;0;
Surfhab=Surfhab_40;0.2311;0;
Surfhab=Surfhab_39;0.6576;0;
Surfhab=Surfhab_31;1.1956;0;
Surfhab=Surfhab_22;0.7332;0;
Surfhab=Surfhab_20;0.5156;0;
Nbphab=Nbphab_99;3.0682;0;
Nbphab=Nbphab_1;0.0553;0;
Nbrs=Nbrs_9;2.8968;0;
Existrs=Existrs_2;0.1316;0;
CATAEU=CATAEU_111;0.0362;0;
TUU=TUU_7;0.0724;0;
TUU=TUU_3;0.1644;0;
TYPLOG=TYPLOG_5;0.1097;0;
TYPLOG=TYPLOG_4;0.0546;0;
TYPVOIS=TYPVOIS_5;0.1041;0;
TYPVOIS=TYPVOIS_4;0.2062;0;
CSP8PR=CSP8PR_8;0.1123;0;
CSP8PR=CSP8PR_7;0.1838;0;
CS42PR=CS42PR_86;0.3653;0;
CS42PR=CS42PR_85;0.3228;0;
CS42PR=CS42PR_78;0.1076;0;
CS42PR=CS42PR_77;0.1923;0;
CS42PR=CS42PR_75;0.266;0;
CS42PR=CS42PR_74;0.2785;0;
CS42PR=CS42PR_71;0.4158;0;
CS42PR=CS42PR_67;0.2032;0;
CS42PR=CS42PR_48;0.1543;0;
CS42PR=CS42PR_33;0.2319;0;
CS42PR=CS42PR_22;0.2131;0;
AGEPR=AGEPR_90;0.3306;0;
AGEPR=AGEPR_88;0.527;0;
AGEPR=AGEPR_85;0.5187;0;
AGEPR=AGEPR_81;0.3555;0;
AGEPR=AGEPR_78;0.4665;0;
AGEPR=AGEPR_77;0.2941;0;
AGEPR=AGEPR_72;0.31;0;
AGEPR=AGEPR_71;0.3952;0;
AGEPR=AGEPR_70;0.2764;0;
AGEPR=AGEPR_65;0.1943;0;
AGEPR=AGEPR_64;0.3885;0;
AGEPR=AGEPR_63;0.3834;0;
AGEPR=AGEPR_49;0.5317;0;
AGEPR=AGEPR_46;0.2548;0;
AGEPR=AGEPR_45;0.2948;0;
AGEPR=AGEPR_42;0.2056;0;
AGEPR=AGEPR_41;0.4386;0;
AGEPR=AGEPR_40;0.1851;0;
AGEPR=AGEPR_37;0.2012;0;
AGEPR=AGEPR_35;0.15;0;
AGEPR=AGEPR_31;0.183;0;
AGEPR=AGEPR_25;0.1955;0;
AGEPR=AGEPR_22;0.3689;0;
AGEPR=AGEPR_19;0.8926;0;
SEXEPR=SEXEPR_2;0.0409;0;
TYPMEN5=TYPMEN5_4;0.0728;0;
TYPMEN5=TYPMEN5_2;0.2118;0;
NACTIFS=NACTIFS_2;0.0051;0;
NACTIFS=NACTIFS_0;0.1768;0;
NENFANTS=NENFANTS_6;1.3912;0;
NENFANTS=NENFANTS_4;0.1046;0;
NCOUPLES=NCOUPLES_2;0.4041;0;
NPERS=NPERS_8;1.42;0;
NPERS=NPERS_7;0.5986;0;
DNIVIE2=DNIVIE2_9;0.0625;0;
DNIVIE2=DNIVIE2_3;0.0882;0;
DNIVIE2=DNIVIE2_1;0.1957;0;
QNIVIE2=QNIVIE2_5;0.0346;0;
QNIVIE2=QNIVIE2_1;0.1113;0;
decile.uc=decile.uc_9;0.0495;0;
decile.uc=decile.uc_3;0.0727;0;
decile.uc=decile.uc_2;0.0636;0;
decile.uc=decile.uc_1;0.1942;0;
DECTYPO_2010=DECTYPO_2010_D0_9;0.0495;0;
DECTYPO_2010=DECTYPO_2010_D0_3;0.0727;0;
DECTYPO_2010=DECTYPO_2010_D0_2;0.0636;0;
DECTYPO_2010=DECTYPO_2010_D0_1;0.1942;0;
DECTYPO_2017=DECTYPO_2017_D0_9;0.0495;0;
DECTYPO_2017=DECTYPO_2017_D0_3;0.0727;0;
DECTYPO_2017=DECTYPO_2017_D0_2;0.0636;0;
DECTYPO_2017=DECTYPO_2017_D0_1;0.1942;0;
typo2010.acp.2017=typo2010.acp.2017_2;0.3064;0;
typo.2.4.2017=typo.2.4.2017_2;0.2329;0;
pauvrete.60=pauvrete.60_1;0.0961;0;
